Nodes total,Nodes during each observation,Broken frames due to collision,Completed transmissions
143400,10,66,24
143500,10,74,15
143600,10,77,18
143700,10,78,20
143800,10,96,17
143900,10,86,21
144000,10,75,16
144100,10,73,19
144200,10,87,22
144300,10,79,12
144400,10,84,21
144500,10,79,23
144600,10,86,20
144700,10,78,19
144800,10,77,20
144900,10,85,19
145000,10,72,21
145100,10,71,23
145200,10,83,22
145300,10,76,17
145400,10,89,20
145500,10,77,25
145600,10,68,16
145700,10,91,22
145800,10,106,17
145900,10,74,21
146000,10,93,13
146100,10,70,27
146200,10,99,15
146300,10,71,21
146400,10,73,20
146500,10,100,14
146600,10,83,18
146700,10,91,20
146800,10,73,19
146900,10,79,20
147000,10,93,19
147100,10,80,14
147200,10,95,18
147300,10,89,23
147400,10,93,19
147500,10,65,17
147600,10,67,24
147700,10,82,23
147800,10,86,22
147900,10,100,19
148000,10,72,18
148100,10,97,19
148200,10,85,18
148300,10,101,16
148400,10,73,23
148500,10,71,20
148600,10,74,22
148700,10,80,22
148800,10,89,17
148900,10,74,29
149000,10,72,25
149100,10,82,18
149200,10,71,21
149300,10,72,26
149400,10,101,19
149500,10,79,19
149600,10,97,13
149700,10,75,18
149800,10,88,18
149900,10,90,13
150000,10,76,18
150100,10,81,27
150200,10,91,19
150300,10,106,20
150400,10,56,23
150500,10,65,19
150600,10,63,25
150700,10,112,15
150800,10,74,18
150900,10,80,24
151000,10,99,17
151100,10,75,22
151200,10,73,23
151300,10,93,19
151400,11,85,20
151500,11,88,19
151600,11,97,19
151700,11,103,12
151800,11,78,23
151900,11,89,20
152000,11,114,15
152100,11,93,21
152200,11,110,15
152300,11,75,18
152400,11,104,15
152500,11,99,19
152600,11,98,16
152700,11,85,20
152800,11,97,18
152900,11,78,28
153000,11,89,20
153100,11,101,15
153200,11,87,16
153300,11,102,18
153400,11,98,14
